Sample_ID	Genbank accession	SRA accession	Collection Date	Host	Country*	Region	Sequence type (ST)	Biovar	Lineage	Global phylogeny	Temporal analysis	cgMLST analysis	cgMLST Complex	BAPS
2011-TE-11811-1-1	NA	SRR11449068	2011	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C5	BAPS5
2011-TE-4480-1-1	NA	SRR11449067	2011	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2011-TE-4482-1-1	NA	SRR11449024	2011	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C19	BAPS5
2011-TE-4493-1-1	NA	SRR11449013	2011	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2011-TE-4502-1-1	NA	SRR11449002	2011	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2011-TE-744-1-1	NA	SRR11448991	2011	CATTLE	ITALY	PUGLIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2011-TE-746-1-1	NA	SRR11448980	2011	GOAT	ITALY	PUGLIA	11	3	West Mediterranean	no	no	yes	none	BAPS4
2011-TE-7752-1-1	NA	SRR11448969	2011	SHEEP	ITALY	CALABRIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-10578-1-1	NA	SRR11449054	2013	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2013-TE-12040-1-1	NA	SRR11449043	2013	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-12041-1-2	NA	SRR11449066	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-12480-1-1	NA	SRR11449065	2013	GOAT	ITALY	CAMPANIA	11	3	West Mediterranean	yes	yes	yes	C8	BAPS4
2013-TE-13476-1-1	NA	SRR11449032	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-13490-1-1	NA	SRR11449031	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2013-TE-13502-1-1	NA	SRR11449030	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C17	BAPS4
2013-TE-13524-1-1	NA	SRR11449029	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C12	BAPS5
2013-TE-13526-1-1	NA	SRR11449028	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-13529-1-1	NA	SRR11449027	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-13530-1-1	NA	SRR11449026	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C14	BAPS5
2013-TE-13533-1-1	NA	SRR11449025	2013	GOAT	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C17	BAPS4
2013-TE-14067-1-1	NA	SRR11449023	2013	SHEEP	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2013-TE-14068-1-1	NA	SRR11449022	2013	BUFFALO	ITALY	CAMPANIA	91	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-15006-1-1	NA	SRR11449021	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-15014-1-1	NA	SRR11449020	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-15018-1-1	NA	SRR11449019	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C10	BAPS5
2013-TE-15023-1-1	NA	SRR11449018	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C1	BAPS4
2013-TE-15024-1-1	NA	SRR11449017	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS5
2013-TE-17112-1-1	NA	SRR11449016	2013	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-17118-1-1	NA	SRR11449015	2013	CATTLE	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-17316-1-1	NA	SRR11449014	2013	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-17321-1-1	NA	SRR11449012	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-17352-1-1	NA	SRR11449011	2013	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-17355-1-1	NA	SRR11449010	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C12	BAPS5
2013-TE-17361-1-1	NA	SRR11449009	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2013-TE-17363-1-1	NA	SRR11449008	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2013-TE-1759-1-1	NA	SRR11449007	2013	HUMAN	ITALY	PUGLIA	88	3	West Mediterranean	no	yes	yes	C20	BAPS4
2013-TE-19484-1-1	NA	SRR11449006	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS5
2013-TE-19959-1-1	NA	SRR11449005	2013	SHEEP	ITALY	PUGLIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-2547-1-1	NA	SRR11449004	2013	HUMAN	ITALY	PIEMONTE	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-25750-1-1	NA	SRR11449003	2013	SHEEP	ITALY	BASILICATA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-25766-1-1	NA	SRR11449001	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2013-TE-25768-1-1	NA	SRR11449000	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-25772-1-1	NA	SRR11448999	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-25773-1-1	NA	SRR11448998	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-25798-1-1	NA	SRR11448997	2013	GOAT	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C17	BAPS4
2013-TE-25800-1-1	NA	SRR11448996	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-26946-1-3	NA	SRR11448995	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2013-TE-26956-1-1	NA	SRR11448994	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-26957-1-1	NA	SRR11448993	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	none	BAPS4
2013-TE-26958-1-1	NA	SRR11448992	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2013-TE-26964-1-1	NA	SRR11448990	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	yes	yes	none	BAPS4
2013-TE-26967-1-1	NA	SRR11448989	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2013-TE-26968-1-1	NA	SRR11448988	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2013-TE-26971-1-1	NA	SRR11448987	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2013-TE-26972-1-1	NA	SRR11448986	2013	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	no	yes	yes	C7	BAPS4
2013-TE-28773-1-1	NA	SRR11448985	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2013-TE-29708-1-1	NA	SRR11448984	2013	GOAT	ITALY	CAMPANIA	11	3	West Mediterranean	no	no	yes	C8	BAPS4
2013-TE-29709-1-1	NA	SRR11448983	2013	CATTLE	ITALY	CAMPANIA	88	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-29712-1-1	NA	SRR11448982	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2013-TE-29719-1-1	NA	SRR11448981	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-29720-1-1	NA	SRR11448979	2013	GOAT	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	none	BAPS4
2013-TE-29722-1-1	NA	SRR11448978	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C12	BAPS5
2013-TE-29724-1-1	NA	SRR11448977	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C12	BAPS5
2013-TE-29725-1-1	NA	SRR11448976	2013	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-29729-1-1	NA	SRR11448975	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C3	BAPS4
2013-TE-29731-1-1	NA	SRR11448974	2013	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2013-TE-29734-1-1	NA	SRR11448973	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2013-TE-29735-1-1	NA	SRR11448972	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2013-TE-29736-1-1	NA	SRR11448971	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C18	BAPS5
2013-TE-29737-1-1	NA	SRR11448970	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C12	BAPS5
2013-TE-30963-1-1	NA	SRR11449064	2013	CATTLE	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2013-TE-32997-1-1	NA	SRR11449063	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C16	BAPS4
2013-TE-7092-1-1	NA	SRR11449062	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C14	BAPS5
2013-TE-7095-1-1	NA	SRR11449061	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2013-TE-7096-1-1	NA	SRR11449060	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2013-TE-7099-1-1	NA	SRR11449059	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C12	BAPS5
2013-TE-7110-1-1	NA	SRR11449058	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2013-TE-7188-1-1	NA	SRR11449057	2013	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	C3	BAPS4
2013-TE-8977-1-1	NA	SRR11449056	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C14	BAPS5
2013-TE-8991-1-1	NA	SRR11449055	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-8993-1-1	NA	SRR11449053	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-8994-1-1	NA	SRR11449052	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-9048-1-1	NA	SRR11449051	2013	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-9053-1-1	NA	SRR11449050	2013	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C14	BAPS5
2013-TE-973-1-1	NA	SRR11449049	2013	CATTLE	ITALY	PUGLIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2014-TE-10812-1-1	NA	SRR11449048	2014	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2014-TE-11329-1-1	NA	SRR11449047	2014	SHEEP	ITALY	CALABRIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2014-TE-2034-1-1	NA	SRR11449046	2014	CATTLE	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2014-TE-22677-1-1	NA	SRR11449045	2014	SHEEP	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2014-TE-2501-1-1	NA	SRR11449044	2014	BUFFALO	ITALY	PUGLIA	88	3	West Mediterranean	no	yes	yes	none	BAPS4
2014-TE-35339-1-1	NA	SRR11449042	2014	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2014-TE-5147-1-1	NA	SRR11449041	2014	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2014-TE-5540-1-1	NA	SRR11449040	2014	GOAT	ITALY	EMILIA ROMAGNA	43	3	West Mediterranean	yes	yes	yes	C3	BAPS4
2014-TE-8632-1-1	NA	SRR11449039	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C12	BAPS5
2014-TE-8636-1-1	NA	SRR11449038	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C12	BAPS5
2014-TE-8652-1-1	NA	SRR11449037	2014	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C5	BAPS5
2014-TE-8808-1-1	NA	SRR11449036	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C16	BAPS4
2014-TE-8809-1-1	NA	SRR11449035	2014	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C16	BAPS4
2014-TE-8815-1-1	NA	SRR11449034	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2014-TE-9486-1-1	NA	SRR11449033	2014	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C13	BAPS4
2014-TE-9494-1-1	NA	SRR11450877	2014	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C11	BAPS4
2014-TE-9767-1-1	NA	SRR11450876	2014	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	no	no	yes	C4	BAPS4
2014-TE-9768-1-1	NA	SRR11450865	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2014-TE-9770-1-1	NA	SRR11450854	2014	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	no	yes	yes	C4	BAPS4
2014-TE-9786-1-1	NA	SRR11450843	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2014-TE-9789-1-1	NA	SRR11450832	2014	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C12	BAPS5
2015-CB-3742-2-4	NA	SRR11450821	2015	SHEEP	ITALY	MOLISE	11	3	West Mediterranean	no	no	yes	C2	BAPS4
2015-IS-1916-1-8	NA	SRR11450810	2015	CATTLE	ITALY	ABRUZZO	11	3	West Mediterranean	no	no	yes	C2	BAPS4
2015-IS-25531-1-9	NA	SRR11450799	2015	GOAT	ITALY	MOLISE	11	3	West Mediterranean	yes	no	yes	C2	BAPS4
2015-IS-5947-1-9	NA	SRR11450788	2015	Cattle	ITALY	MOLISE	11	3	West Mediterranean	no	no	yes	C2	BAPS4
2015-TE-11849-1-1	NA	SRR11450875	2015	SHEEP	ITALY	LAZIO	11	3	West Mediterranean	no	no	yes	C2	BAPS4
2015-TE-15301-1-1	NA	SRR11450874	2015	GOAT	ITALY	CAMPANIA	11	3	West Mediterranean	yes	no	yes	C8	BAPS4
2015-TE-16666-1-1	NA	SRR11450873	2015	SHEEP	ITALY	CAMPANIA	11	3	West Mediterranean	yes	yes	yes	C8	BAPS4
2015-TE-16811-1-1	NA	SRR11450872	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2015-TE-16813-1-1	NA	SRR11450871	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	none	BAPS5
2015-TE-16815-1-1	NA	SRR11450870	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2015-TE-16817-1-1	NA	SRR11450869	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C5	BAPS5
2015-TE-16821-1-1	NA	SRR11450868	2015	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2015-TE-16825-1-1	NA	SRR11450867	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C5	BAPS5
2015-TE-16827-1-1	NA	SRR11450866	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2015-TE-16829-1-1	NA	SRR11450864	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C9	BAPS5
2015-TE-16831-1-1	NA	SRR11450863	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C18	BAPS5
2015-TE-16833-1-1	NA	SRR11450862	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C5	BAPS5
2015-TE-16835-1-1	NA	SRR11450861	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	none	BAPS5
2015-TE-16841-1-1	NA	SRR11450860	2015	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2015-TE-20196-1-1	NA	SRR11450859	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS5
2015-TE-20222-1-1	NA	SRR11450858	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS5
2015-TE-20237-1-1	NA	SRR11450857	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C5	BAPS5
2015-TE-20241-1-1	NA	SRR11450856	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2015-TE-20247-1-1	NA	SRR11450855	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2015-TE-20249-1-2	NA	SRR11450853	2015	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2015-TE-20253-1-1	NA	SRR11450852	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C16	BAPS4
2015-TE-20259-1-1	NA	SRR11450851	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	yes	yes	C5	BAPS5
2015-TE-20792-1-3	NA	SRR11450850	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2015-TE-20792-1-4	NA	SRR11450849	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2015-TE-20794-1-1	NA	SRR11450848	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2015-TE-20794-1-2	NA	SRR11450847	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2015-TE-20794-1-3	NA	SRR11450846	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C13	BAPS4
2015-TE-22392-1-1	NA	SRR11450845	2015	CATTLE	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	none	BAPS4
2015-TE-22662-1-1	NA	SRR11450844	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C5	BAPS5
2015-TE-23661-1-1	NA	SRR11450842	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C15	BAPS4
2015-TE-23665-1-1	NA	SRR11450841	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C1	BAPS4
2015-TE-23909-1-1	NA	SRR11450840	2015	SHEEP	ITALY	PUGLIA	43	3	West Mediterranean	yes	yes	yes	C4	BAPS4
2015-TE-28657-1-1	NA	SRR11450839	2015	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	none	BAPS4
2015-TE-28657-1-2	NA	SRR11450838	2015	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C2	BAPS4
2015-TE-3937-1-1	NA	SRR11450837	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C7	BAPS4
2015-TE-3937-1-2	NA	SRR11450836	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C7	BAPS4
2015-TE-3937-1-3	NA	SRR11450835	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	yes	yes	C7	BAPS4
2015-TE-3937-1-4	NA	SRR11450834	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C7	BAPS4
2015-TE-3940-1-1	NA	SRR11450833	2015	CATTLE	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C7	BAPS4
2015-TE-6231-1-1	NA	SRR11450831	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C11	BAPS4
2015-TE-6231-1-2	NA	SRR11450830	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C11	BAPS4
2015-TE-6231-1-3	NA	SRR11450829	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C11	BAPS4
2015-TE-6231-1-4	NA	SRR11450828	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C11	BAPS4
2015-TE-6231-1-5	NA	SRR11450827	2015	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C11	BAPS4
2015-TE-6233-1-1	NA	SRR11450826	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2015-TE-6233-1-2	NA	SRR11450825	2015	SHEEP	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
2016-TE-10394-1-1	NA	SRR11450824	2016	GOAT	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2016-TE-10401-1-1	NA	SRR11450823	2016	SHEEP	ITALY	SICILIA	11	3	West Mediterranean	no	no	yes	C10	BAPS5
2016-TE-10409-1-1	NA	SRR11450822	2016	CATTLE	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	none	BAPS4
2016-TE-10418-1-1	NA	SRR11450820	2016	GOAT	ITALY	SICILIA	43	3	West Mediterranean	yes	yes	yes	none	BAPS4
2016-TE-10421-1-1	NA	SRR11450819	2016	CATTLE	ITALY	SICILIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2016-TE-10422-1-1	NA	SRR11450818	2016	SHEEP	ITALY	SICILIA	43	3	West Mediterranean	yes	no	yes	C4	BAPS4
2016-TE-10801-1-1	NA	SRR11450817	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C1	BAPS4
2016-TE-10811-1-1	NA	SRR11450816	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	no	no	yes	C6	BAPS5
2016-TE-10812-1-1	NA	SRR11450815	2016	GOAT	ITALY	CALABRIA	11	3	West Mediterranean	yes	no	yes	C6	BAPS5
